"","Name","Birthday","ContractDate","AgeAtSigning","ContractLength","AAV","SalaryCap","pctCap","TOI","Goals60","Assists60","Points60","PlusMinus60","PenaltyMinutes60","EvenStrGoals60","EvenStrPoints60","ppGoals60","ppPoints60","shGoals60","shPoints60","GameWinningGoals60","Shots60","COLA","fBracket","fRate","fMarginal","sBracket","sRate","sMarginal","Local","contractSeason","prevSeason","pyTOI","pyGoals60","pyAssists60","pyPoints60","pyPlusMinus60","pyPenaltyMinutes60","pyEvenStrGoals60","pyEvenStrPoints60","pyppGoals60","pyppPoints60","pyshGoals60","pyshPoints60","pyGameWinningGoals60","pyShots60","GoalsChange","AssistsChange","PointsChange","PlusMinusChange","PenaltyMinutesChange","EvenStrGoalsChange","EvenStrPointsChange","ppGoalsChange","ppPointsChange","shGoalsChange","shPointsChange","GameWinningGoalsChange","ShotsChange","TOIChange","fTaxes","sTaxes","lTaxes","Escrow","Agent","netIncome","LANI","Country.Austria","Country.Belarus","Country.Belgium","Country.Canada","Country.Czech Republic","Country.Denmark","Country.Estonia","Country.Finland","Country.France","Country.Germany","Country.Italy","Country.Kazakhstan","Country.Latvia","Country.Netherlands","Country.Norway","Country.Russia","Country.Slovakia","Country.Slovenia","Country.Sweden","Country.Switzerland","Country.Ukraine","Country.United Kingdom","Country.United States","Team.ANA","Team.ARI","Team.ATL","Team.BOS","Team.BUF","Team.CAR","Team.CBJ","Team.CGY","Team.CHI","Team.COL","Team.DAL","Team.DET","Team.EDM","Team.FLA","Team.LAK","Team.MIN","Team.MTL","Team.NJD","Team.NSH","Team.NYI","Team.NYR","Team.OTT","Team.PHI","Team.PHX","Team.PIT","Team.SJS","Team.STL","Team.TBL","Team.TOR","Team.VAN","Team.VGK","Team.WPG","Team.WSH","Handed.L","Handed.R","Position.C","Position.L","Position.R"
"168","Loui Eriksson",1985-07-17,2016-07-01,30,6,6000000,71400000,0.0840336134453782,1597.63333333333,1.12666652757203,1.23933318032924,2.36599970790127,0.488222161947881,0.450666611028813,0.67599991654322,1.61488868951991,0.375555509190678,0.638444365624152,0.0751111018381356,0.112666652757203,0.187777754595339,6.91022136910847,1.05,622050,0.37,167307.5,0,0.05,0,0,2016,2015,1497.15,0.88167518284741,1.00190361687206,1.88357879971947,0.0400761446748823,0.561066025448352,0.641218314798116,1.40266506362088,0.240456868049294,0.440837591423705,0,0.0400761446748823,0.160304578699529,6.7728684500551,0.277870296783689,0.236978447286612,0.256119313008648,11.1823634960045,-0.196767242021681,0.0542429948465439,0.151300286435591,0.561841473846732,0.448253003021515,0,1.81131465292412,0.171381105385049,0.0202798740395218,0.0671164100680181,2157149,300000,0,810000,240000,2492851,2374143.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"169","Noel Acciari",1991-12-01,2019-07-01,27,3,1666667,79500000,0.0209643647798742,934.8,0.385109114249037,0.513478818998716,0.898587933247754,-0.192554557124519,3.01668806161746,0.385109114249037,0.898587933247754,0,0,0,0,0.128369704749679,6.35430038510911,1.05,622050,0.37,167307.5,0,0.05,0,0,2019,2018,775,0.774193548387097,0.0774193548387097,0.851612903225807,-0.464516129032258,0.696774193548387,0.696774193548387,0.774193548387097,0,0,0.0774193548387097,0.0774193548387097,0,5.10967741935484,-0.502567394094994,5.63243474540009,0.0551600731318317,-0.585472828412495,3.32950601435839,-0.447297104549993,0.160676080445015,0,0,-1,-1,0,0.243581514762516,0.206193548387097,553815.79,83333.35,0,225000.045,66666.68,737851.135,702715.366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"185","Danton Heinen",1995-07-05,2019-07-09,23,2,2800000,79500000,0.0352201257861635,1075.43333333333,0.613706102966246,1.28320366983851,1.89690977280476,0.725289030778291,0.892663422496358,0.557914639060224,1.5063695254626,0.0557914639060224,0.390540247342157,0,0,0.111582927812045,6.36022688528655,1.05,622050,0.37,167307.5,0,0.05,0,0,2019,2018,1156.28333333333,0.830246335240786,1.60860227452902,2.43884860976981,0.518903959525491,0.830246335240786,0.674575147383139,1.76427346238667,0.103780791905098,0.622684751430589,0.0518903959525491,0.0518903959525491,0.207561583810196,7.00520345359413,-0.260814439140811,-0.202286550157826,-0.222210937896715,0.397732696897375,0.0751789976133651,-0.172939232605104,-0.14618138424821,-0.462410501193317,-0.372812251392204,-1,-1,-0.462410501193317,-0.0920710686820473,-0.0699223085460599,973149,140000,0,378000,112000,1196851,1139858.0952381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"197","Brad Marchand",1988-05-11,2016-09-26,29,8,6125000,71400000,0.0857843137254902,1432.2,1.55006284038542,1.00544616673649,2.55550900712191,0.879765395894428,3.77042312526184,1.13112693757855,1.96899874319229,0.251361541684122,0.335148722245496,0.167574361122748,0.251361541684122,0.251361541684122,10.4733975701718,1.05,622050,0.37,167307.5,0,0.05,0,0,2016,2015,1301.3,1.10658572197034,0.829939291477753,1.93652501344809,0.230538692077154,4.38023514946592,0.922154768308615,1.70598632137094,0.0922154768308615,0.0922154768308615,0.0922154768308615,0.138323215246292,0.230538692077154,8.29939291477753,0.40076164874552,0.211469534050179,0.319636456733231,2.81612903225806,-0.139219015280136,0.226612903225806,0.154170299331589,1.7258064516129,2.63440860215054,0.817204301075269,0.817204301075269,0.0903225806451612,0.26194743130227,0.100591715976331,2203399,306250,0,826875,245000,2543476,2422358.0952381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"205","Patrice Bergeron",1985-07-24,2013-07-12,28,8,6875000,60000000,0.114583333333333,810.6,0.74019245003701,1.62842339008142,2.36861584011843,1.77646188008882,1.33234641006662,0.592153960029608,1.99851961509993,0.148038490007402,0.296076980014804,0,0.074019245003701,0.222057735011103,9.25240562546262,1.05,622050,0.37,167307.5,0,0.05,0,0,2013,2012,1505.25,0.876930742401594,1.67414050822123,2.55107125062282,1.43497757847534,0.797209765819631,0.597907324364723,1.87344294967613,0.199302441454908,0.558046836073742,0.0797209765819631,0.119581464872945,0.119581464872945,7.61335326357748,-0.155928268622569,-0.0273078143174369,-0.0715210954848262,0.237971872686898,0.671262028127313,-0.00962250185048128,0.0667629966770084,-0.257216876387861,-0.469440625991329,-1,-0.381014063656551,0.856957809030348,0.215286524234521,-0.461484803188839,2480899,343750,0,928125,275000,2847226,2711643.80952381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"218","Riley Nash",1989-05-09,2018-07-01,29,3,2750000,75000000,0.0366666666666667,1171.66666666667,0.768136557610242,1.33143669985775,2.09957325746799,0.819345661450925,0.92176386913229,0.665718349928876,1.94594594594595,0.102418207681366,0.153627311522048,0,0,0.0512091038406828,5.78662873399716,1.05,622050,0.37,167307.5,0,0.05,0,0,2018,2017,1117.8,0.375738056897477,0.536768652710682,0.912506709608159,-0.0536768652710682,0.751476113794954,0.322061191626409,0.751476113794954,0,0,0.0536768652710682,0.161030595813205,0.107353730542136,6.70960815888352,1.04434058118269,1.48046657183499,1.3008852815664,-16.2644096728307,0.226604348709612,1.06705547652916,1.58949806949807,0,0,-1,-1,-0.52298719772404,-0.137560853485064,0.0481898968211367,954649,137500,0,371250,110000,1176601,1120572.38095238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"225","Tim Schaller",1990-11-16,2018-07-01,27,2,1900000,75000000,0.0253333333333333,1089.23333333333,0.661015393089941,0.550846160908284,1.21186155399823,-0.275423080454142,2.31355387581479,0.495761544817456,1.04660770572574,0,0,0.165253848272485,0.165253848272485,0,7.32625394008018,1.05,622050,0.37,167307.5,0,0.05,0,0,2018,2017,723.733333333333,0.580324244657332,0.580324244657332,1.16064848931466,-0.497420781134856,1.90677966101695,0.580324244657332,1.16064848931466,0,0,0,0,0.165806927044952,7.37840825350037,0.139044937680063,-0.0507958852666138,0.044124526206725,-0.446297599738858,0.213330477093981,-0.145716296739952,-0.0982560910032829,0,0,0,0,-1,-0.00706850470024449,0.505020265291083,640149,95000,0,256500,76000,832351,792715.238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"242","Nathan Horton",1985-05-29,2013-07-05,28,7,5300000,60000000,0.0883333333333333,724.55,1.07653026016148,0.745290180111793,1.82182044027327,0.0828100200124215,1.82182044027327,1.07653026016148,1.73901042026085,0,0.0828100200124215,0,0,0.0828100200124215,9.44034228141605,1.05,622050,0.37,167307.5,0,0.05,0,0,2013,2012,732.933333333333,1.39166818264508,1.2279425140986,2.61961069674368,0,4.42059305075496,0.900491177005639,1.96470802255776,0.49117700563944,0.65490267418592,0,0,0.24558850281972,7.3676550845916,-0.22644616469181,-0.393057759988959,-0.304545349987348,0,-0.587878725918429,0.195492290930839,-0.114875899983898,-1,-0.8735536999977,0,0,-0.662809866660533,0.281322506689976,-0.0114380571220666,1898149,265000,0,715500,212000,2209351,2104143.80952381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"256","Johan Larsson",1992-07-25,2019-07-12,26,1,1550000,79500000,0.0194968553459119,1043.9,0.344860618833222,0.459814158444295,0.804674777277517,-0.459814158444295,2.12664048280487,0.287383849027685,0.74719800747198,0,0,0.0574767698055369,0.0574767698055369,0,4.54066481463742,0.39,622050,0.37,167307.5,2155350,0.0882,145133.21,0,2019,2018,1129.33333333333,0.212514757969303,0.690672963400236,0.903187721369539,-1.59386068476978,2.60330578512397,0.159386068476978,0.796930342384888,0,0,0.0531286894923259,0.106257378984652,0,4.56906729634002,0.622760800842993,-0.334251979141336,-0.109072501497965,-0.711509190961246,-0.183100005017813,0.803067556492214,-0.0624048706240485,0,0,0.0818405338953284,-0.459079733052336,0,-0.00621625374731446,-0.0756493506493507,510649,91741.34,0,209250,62000,676359.66,1734255.53846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"268","Marcus Foligno",1991-08-10,2017-09-14,25,4,2875000,73000000,0.0393835616438356,1237.33333333333,0.630387931034483,0.484913793103448,1.11530172413793,-0.0484913793103448,3.53987068965517,0.581896551724138,1.06681034482759,0,0,0.0484913793103448,0.0484913793103448,0,4.70366379310345,0.39,622050,0.37,167307.5,2155350,0.0882,145133.21,0,2017,2016,988.75,0.606826801517067,0.788874841972187,1.39570164348925,0.242730720606827,4.79393173198483,0.485461441213654,1.15297092288243,0,0.121365360303413,0.121365360303413,0.121365360303413,0.121365360303413,4.91529709228824,0.0388267780172413,-0.385309598806366,-0.200902478448276,-1.19977438038793,-0.261593429452204,0.198646282327586,-0.0747291855716879,0,-1,-0.600451239224138,-0.600451239224138,-1,-0.0430560544380587,0.251411715128529,1000899,208606.34,0,388125,115000,1162369.66,2980435.02564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"275","Nicolas Deslauriers",1991-02-22,2018-02-19,27,2,950000,73000000,0.013013698630137,311.5,0,0.385232744783307,0.385232744783307,-1.15569823434992,7.31942215088282,0,0.385232744783307,0,0,0,0,0,5.00802568218299,0.39,622050,0.37,167307.5,2155350,0.0882,145133.21,0,2017,2016,723.333333333333,0.497695852534562,0.497695852534562,0.995391705069124,-1.16129032258065,4.89400921658986,0.497695852534562,0.995391705069124,0,0,0,0,0.0829493087557604,5.97235023041475,-1,-0.225967540574282,-0.612983770287141,-0.00481540930979135,0.495588141941217,-1,-0.612983770287141,0,0,0,0,-1,-0.161464835622139,-0.569354838709677,288649,38821.34,0,128250,38000,456279.66,1169947.84615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"277","Jack Eichel",1996-10-28,2017-10-03,21,8,10000000,73000000,0.136986301369863,1214.91666666667,1.18526647918239,1.62974140887578,2.81500788805817,-0.642019342890459,1.08649427258385,0.691405446189725,1.62974140887578,0.493861032992661,1.18526647918239,0,0,0.197544413197064,12.2971397215173,0.39,622050,0.37,167307.5,2155350,0.0882,145133.21,0,2017,2016,1548.45,0.929962220284801,1.2399496270464,2.1699118473312,-0.619974813523201,0.852465368594401,0.619974813523201,1.356194904582,0.3099874067616,0.813716942749201,0,0,0.193742129226,9.22212535115761,0.274531860895809,0.314360981548803,0.297291358411806,0.0355571369778448,0.274531860895809,0.115215378283833,0.20170146884462,0.593164826119761,0.456607841023782,0,0,0.0196254887166472,0.333438795643094,-0.215398193892818,3637149,837031.34,0,1350000,400000,3775819.66,9681588.87179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"283","Evan Rodrigues",1993-07-28,2019-07-25,25,1,2000000,79500000,0.0251572327044025,1170.43333333333,0.461367584655256,1.0252612992339,1.48662888388916,-0.358841454731866,1.28157662404238,0.358841454731866,1.12778742915729,0.10252612992339,0.20505225984678,0,0.153789194885085,0.0512630649616951,8.61219491356478,0.39,622050,0.37,167307.5,2155350,0.0882,145133.21,0,2019,2018,668.8,0.62799043062201,1.61483253588517,2.24282296650718,-0.897129186602871,1.25598086124402,0.538277511961722,1.70454545454545,0.0897129186602871,0.538277511961722,0,0,0,8.16387559808613,-0.265327046148964,-0.365097447289228,-0.337161734969954,-0.600011391792214,0.0203791025708832,-0.333352319653689,-0.338364708227722,0.142824594879389,-0.619058468373537,0,0,0,0.0549150106578977,0.750049840510367,677149,131431.34,0,270000,80000,841419.66,2157486.30769231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"298","Jeff Skinner",1992-05-16,2019-06-07,27,8,9000000,79500000,0.113207547169811,1518.36666666667,1.580645869465,0.908871374942372,2.48951724440737,0,1.4225812825185,1.264516695572,1.85725889662137,0.316129173892999,0.632258347785998,0,0,0.276613027156374,10.5903273254155,0.39,622050,0.37,167307.5,2155350,0.0882,145133.21,0,2019,2018,1369.4,1.0515554257339,1.09537023513948,2.14692566087338,-1.18299985395064,1.48970351978969,0.876296188111582,1.75259237622316,0.175259237622316,0.394333284650212,0,0,0.0876296188111582,12.1367022053454,0.503150315031503,-0.17026102610261,0.159573100167159,-1,-0.0450574469211628,0.443024302430243,0.0597209720972097,0.803780378037804,0.603360336033604,0,0,2.15661566156616,-0.127413102321062,0.108782435129741,3267149,748831.34,0,1215000,360000,3409019.66,8741076.05128205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"316","Sam Reinhart",1995-11-06,2018-09-19,22,2,3650000,75000000,0.0486666666666667,1402.2,1.06974753958066,1.06974753958066,2.13949507916132,-1.02695763799743,1.11253744116389,0.556268720581943,1.24090714591356,0.513478818998716,0.898587933247753,0,0,0.213949507916132,8.04450149764656,0.39,622050,0.37,167307.5,2155350,0.0882,145133.21,0,2018,2017,1360.11666666667,0.749935667283444,1.32341588344137,2.07335155072482,-0.48525249059517,0.352910902251032,0.352910902251032,1.32341588344137,0.397024765032411,0.749935667283444,0,0,0.132341588344137,7.85226757508547,0.426452409518935,-0.19167696793927,0.0319017430562511,1.116336665759,2.15245982503685,0.576229912518423,-0.0623452828095533,0.293316851297168,0.198220023995905,0,0,0.61664606412146,0.0244813260275318,0.0309409732008285,1287649,276961.34,0,492750,146000,1446639.66,3709332.46153846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"324","Zemgus Girgensons",1994-01-05,2019-07-05,25,1,1600000,79500000,0.020125786163522,980.4,0.305997552019584,0.795593635250918,1.1015911872705,-0.673194614443084,1.04039167686658,0.305997552019584,1.1015911872705,0,0,0,0,0,4.77356181150551,0.39,622050,0.37,167307.5,2155350,0.0882,145133.21,0,2019,2018,973.883333333333,0.431263156093303,0.492872178392347,0.92413533448565,-0.73930826758852,1.60183457977513,0.308045111495217,0.800917289887564,0,0,0.123218044598087,0.123218044598087,0,6.9618195197919,-0.29046210487459,0.614198711410308,0.192023663810689,-0.0894263679223899,-0.350499926769817,-0.0066469468244254,0.375411919781564,0,0,-1,-1,0,-0.314322671259338,0.00669142436636842,529149,96151.34,0,216000,64000,694699.66,1781281.17948718,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"331","Micheal Ferland",1992-04-20,2019-07-10,27,4,3500000,79500000,0.0440251572327044,1001.1,1.01887923284387,1.37848366796524,2.39736290080911,0.779142942762961,3.47617620617321,0.659274797722505,1.61821995804615,0.359604435121367,0.779142942762961,0,0,0.179802217560683,9.34971531315553,0.53,622050,0.37,167307.5,0,0.0525,0,0,2019,2018,1156.28333333333,1.08969831500353,1.03780791905098,2.12750623405451,0.259451979762746,1.24536950286118,0.778355939288237,1.81616385833922,0.311342375715295,0.311342375715295,0,0,0,7.47221701716707,-0.0649896225263322,0.328264742117005,0.126841774860661,2.00303333000366,1.7912809798111,-0.152990599229736,-0.108990110878034,0.155012819232178,1.50252777500305,0,0,0,0.251263887501526,-0.134208743531718,1232149,183750,0,472500,140000,1471601,2776605.66037736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"334","Greg McKegg",1992-06-17,2019-07-01,27,1,750000,79500000,0.00943396226415094,437.333333333333,0.823170731707317,0.685975609756098,1.50914634146341,-0.274390243902439,1.09756097560976,0.823170731707317,1.50914634146341,0,0,0,0,0.13719512195122,3.70426829268293,0.53,622050,0.37,167307.5,0,0.0525,0,0,2019,2018,251.766666666667,0.476631801933007,0.476631801933007,0.953263603866013,-0.953263603866013,1.90652720773203,0.238315900966503,0.71494770289951,0,0,0.238315900966503,0.238315900966503,0,5.00463392029657,0.727057926829268,0.43921493902439,0.58313643292683,-0.712157012195122,-0.424314024390244,2.45411585365854,1.11084857723577,0,0,-1,-1,0,-0.259832317073171,0.737058122600291,214649,39375,0,101250,30000,364726,688162.264150943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"336","Justin Williams",1981-10-04,2020-01-08,37,1,2000000,79500000,0.0251572327044025,1430.9,0.964427982388707,1.25794954224614,2.22237752463485,-0.167726605632819,1.844992661961,0.587043119714865,1.63533440491998,0.377384862673842,0.587043119714865,0,0,0.209658257041023,9.9378013837445,0.53,622050,0.37,167307.5,0,0.0525,0,0,2019,2018,1359.83333333333,0.705968868733914,1.54430690035544,2.25027576908935,-0.397107488662826,2.4708910405687,0.617722760142174,1.72079911753891,0.0882461085917392,0.529476651550435,0,0,0.0882461085917392,8.73636475058218,0.366105539637058,-0.185427752762996,-0.012397700245332,-0.577629205136368,-0.25330877336608,-0.0496657115568289,-0.049665711556829,3.27650429799427,0.108723336517033,0,0,1.37583572110793,0.137521345257735,0.0522613065326633,677149,105000,0,270000,80000,867851,1637454.71698113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"346","Victor Rask",1993-03-01,2016-07-12,23,6,4000000,71400000,0.0560224089635854,1358.66666666667,0.927379784102061,1.19234543670265,2.11972522080471,-0.264965652600589,1.05986261040236,0.70657507360157,1.32482826300294,0.220804710500491,0.794896957801766,0,0,0.220804710500491,7.0657507360157,0.53,622050,0.37,167307.5,0,0.0525,0,0,2016,2015,1306.66666666667,0.505102040816327,1.01020408163265,1.51530612244898,-0.642857142857143,0.73469387755102,0.413265306122449,1.01020408163265,0.0918367346938776,0.505102040816327,0,0,0.0918367346938776,7.89795918367347,0.836024623070746,0.180301543402623,0.398875903291997,-0.587831207065751,0.442590775269872,0.709737215134663,0.311446159336247,1.40431795878312,0.573735391203497,0,0,1.40431795878312,-0.105370061848141,0.0397959183673471,1417149,210000,0,540000,160000,1672851,3156322.64150943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"348","Brock McGinn",1994-02-02,2019-07-20,25,2,2100000,79500000,0.0264150943396226,1173.96666666667,0.511087765126778,0.817740424202845,1.32882818932962,0.511087765126778,1.02217553025356,0.4599789886141,1.27771941281695,0,0,0.0511087765126778,0.0511087765126778,0,6.28637951105937,0.53,622050,0.37,167307.5,0,0.0525,0,0,2019,2018,1160,0.827586206896552,0.724137931034483,1.55172413793103,-0.620689655172414,1.13793103448276,0.672413793103448,1.3448275862069,0.103448275862069,0.155172413793103,0.0517241379310345,0.0517241379310345,0.0517241379310345,8.22413793103448,-0.382435617138476,0.129260585803929,-0.143644055765354,-1.8234191771487,-0.101724534019602,-0.315928683599543,-0.0499009494438099,-1,-1,-0.0118969874215622,-0.0118969874215622,-1,-0.235618424231774,0.0120402298850575,714149,110250,0,283500,84000,908101,1713398.11320755,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"379","Derek Ryan",1986-12-29,2018-07-01,31,3,3125000,75000000,0.0416666666666667,1248,0.721153846153846,1.10576923076923,1.82692307692308,-0.721153846153846,1.34615384615385,0.576923076923077,1.49038461538462,0.144230769230769,0.336538461538462,0,0,0.0480769230769231,6.49038461538462,0.53,622050,0.37,167307.5,0,0.0525,0,0,2018,2017,997.183333333333,0.661864250973576,1.08305059250221,1.74491484347579,-0.481355818889873,1.32372850194715,0.361016864167405,1.20338954722468,0.240677909444937,0.481355818889873,0.0601694773612341,0.0601694773612341,0.180508432083702,4.39237184737009,0.0895796911421911,0.0209765254036087,0.0469984158561743,0.498172075320513,0.0169410450660451,0.598050213675214,0.23848891559829,-0.400731169871795,-0.300853031517094,-1,-1,-0.733658297720798,0.477649170179136,0.25152512911367,1093399,164062.5,0,421875,125000,1320663.5,2491817.9245283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"392","Elias Lindholm",1994-12-02,2018-07-16,23,6,4850000,75000000,0.0646666666666667,1449.9,0.662114628595076,1.15870060004138,1.82081522863646,-0.331057314297538,0.74487895716946,0.413821642871922,1.40699358576454,0.248292985723153,0.37243947858473,0,0.0413821642871922,0.165528657148769,6.33147113594041,0.53,622050,0.37,167307.5,0,0.0525,0,0,2018,2017,1309.2,0.504124656278643,1.55820348304308,2.06232813932172,-0.0916590284142988,0.73327222731439,0.366636113657195,1.32905591200733,0.0916590284142988,0.504124656278643,0.0458295142071494,0.229147571035747,0,6.92025664527956,0.313394654176777,-0.256386850208736,-0.1171069269145,2.61183529898614,0.0158286778398512,0.128698530933168,0.0586413807373162,1.7088764742396,-0.261215507025563,-1,-0.819408235050693,0,-0.0850814557203989,0.107470210815765,1731649,254625,0,654750,194000,2014976,3801841.50943396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"411","Artem Anisimov",1988-05-24,2015-07-01,27,5,4550000,69000000,0.0659420289855072,851.933333333333,0.49299632209093,1.4085609202598,1.90155724235073,-0.42256827607794,0.56342436810392,0.49299632209093,1.4085609202598,0,0.28171218405196,0,0.21128413803897,0.14085609202598,6.19766804914313,0.45,622050,0.37,167307.5,217400,0.048,7687.41,0.025,2015,2014,1344.6,0.981704596162427,0.758589915216421,1.74029451137885,-0.0892458723784025,0.892458723784025,0.758589915216421,1.38331102186524,0.133868808567604,0.267737617135207,0.0892458723784025,0.0892458723784025,0.223114680946006,7.2289156626506,-0.497816019179193,0.856814719001303,0.092664046181536,3.73487753345332,-0.368682995539557,-0.350114848349544,0.0182532330007146,-1,0.0521950074340717,-1,1.36743876672666,-0.368682995539557,-0.142655919868534,-0.366403887153553,1620649,215652.21,113750,614250,182000,1803698.79,4008219.53333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
