PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,POS,HANDED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,W,L,SO,GAA,Sv%,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
82. Jakub Zboril,BOS,22,"Feb 21, 1997",Czech Republic,D,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 15, 2015",18,,,,3,ELC,RFA,2020,"$863,333",1.30%,"$1,288,333","$832,500",$0,"$70,000",$0,"$637,500"
83. Ryan Kesler,ANA,34,"Aug 31, 1984",United States,"C, RW",Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (1-way),✔,"Jul 15, 2015",31,,,NMC,6,UFA,UFA,2022,"$6,875,000",9.60%,"$6,875,000","$6,675,000","$6,675,000","$6,675,000",$0,$0
84. Craig Smith,NSH,29,"Sep 5, 1989",United States,"RW, C",Right,,,,43,10,10,20,0.47,13,115,0.09,13:22,-,-,-,-,-,Standard (1-way),,"Jul 20, 2015",25,✔,✔,,5,RFA,UFA,2020,"$4,250,000",6.00%,"$4,250,000","$4,750,000","$4,750,000","$4,750,000",$0,$0
85. Travis Dermott,TOR,22,"Dec 22, 1996",Canada,D,Left,,,,32,4,4,8,0.25,9,38,0.11,14:41,-,-,-,-,-,Entry-Level,,"Jul 22, 2015",18,,,,3,ELC,RFA,2020,"$863,333",1.30%,"$863,333","$832,500","$832,500","$70,000",$0,$0
86. Braden Holtby,WSH,29,"Sep 16, 1989",Canada,G,Left,,,,32,-,-,-,-,-,-,-,-,18,9,0,3.02,0.899,Standard (1-way),,"Jul 24, 2015",25,✔,✔,M-NTC,5,RFA,UFA,2020,"$6,100,000",8.50%,"$6,100,000","$5,000,000","$5,000,000","$5,000,000",$0,$0
87. Adam Larsson,EDM,26,"Nov 12, 1992",Sweden,D,Right,,,,25,0,4,4,0.16,-9,32,0,18:58,-,-,-,-,-,Standard (1-way),,"Jul 25, 2015",22,✔,✔,,6,RFA,UFA,2021,"$4,166,666",5.80%,"$4,166,666","$5,050,000","$5,050,000","$5,050,000",$0,$0
88. Brendan Guhle,ANA,21,"Jul 29, 1997",Canada,D,Left,,✓,,18,1,3,4,0.22,-3,22,0.05,17:18,-,-,-,-,-,Entry-Level,,"Jul 27, 2015",18,,,,3,ELC,RFA,2020,"$697,500",1.00%,"$888,333","$700,000",$0,"$70,000",$0,"$132,500"
89. Derek Stepan,ARI,29,"Jun 18, 1990",United States,C,Right,,,,47,7,10,17,0.36,-6,101,0.07,18:03,-,-,-,-,-,Standard (1-way),,"Jul 27, 2015",25,✔,✔,,6,RFA,UFA,2021,"$6,500,000",9.10%,"$6,500,000","$5,000,000","$5,000,000","$5,000,000",$0,$0
90. Sean Couturier,PHI,26,"Dec 7, 1992",United States,C,Left,,,,45,12,24,36,0.8,11,115,0.1,19:55,-,-,-,-,-,Standard (1-way),✔,"Jul 28, 2015",23,✔,,,6,RFA,UFA,2022,"$4,333,333",6.10%,"$4,333,333","$4,500,000","$4,500,000","$4,500,000",$0,$0
91. Jonas Siegenthaler,WSH,22,"May 6, 1997",Switzerland,D,Left,,✓,,46,2,7,9,0.2,9,33,0.06,16:26,-,-,-,-,-,Entry-Level,,"Jul 30, 2015",18,,,,3,ELC,RFA,2020,"$714,166",1.10%,"$888,333","$750,000",$0,"$70,000",$0,"$82,500"
92. Jakub Voracek,PHI,29,"Aug 15, 1989",Czech Republic,RW,Left,,,,45,8,26,34,0.76,7,73,0.11,16:41,-,-,-,-,-,Standard (1-way),✔,"Jul 30, 2015",25,,,,8,UFA,UFA,2024,"$8,250,000",11.60%,"$8,250,000","$9,250,000","$7,250,000","$9,250,000","$2,000,000",$0
93. Brandon Sutter,VAN,30,"Feb 14, 1989",United States,C,Right,,,,22,5,3,8,0.36,3,44,0.11,14:20,-,-,-,-,-,Standard (1-way),✔,"Aug 4, 2015",26,,,M-NTC,5,UFA,UFA,2021,"$4,375,000",6.00%,"$4,375,000","$4,500,000","$3,500,000","$4,500,000","$1,000,000",$0
94. Paul Bittner,CBJ,22,"Nov 4, 1996",United States,LW,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Aug 20, 2015",18,,,,3,ELC,RFA,2020,"$747,500",1.10%,"$863,333","$800,000",$0,"$70,000",$0,"$32,500"
95. Christian Fischer,ARI,22,"Apr 15, 1997",United States,RW,Right,,,,41,5,3,8,0.2,6,67,0.07,11:30,-,-,-,-,-,Entry-Level,,"Aug 20, 2015",18,,,,3,ELC,RFA,2020,"$821,666",1.20%,"$1,075,833","$832,500",$0,"$70,000",$0,"$212,500"
96. Mark Giordano,CGY,35,"Oct 3, 1983",Canada,D,Left,,,,47,5,16,21,0.45,3,122,0.04,24:12:00,-,-,-,-,-,Standard (1-way),✔,"Aug 25, 2015",31,,,NTC,6,UFA,UFA,2022,"$6,750,000",9.20%,"$6,750,000","$6,750,000","$6,750,000","$6,750,000",$0,$0
97. Cody Eakin,VGK,28,"May 24, 1991",Canada,C,Left,,,,27,3,4,7,0.26,-8,40,0.08,14:49,-,-,-,-,-,Standard (1-way),✔,"Aug 28, 2015",24,✔,,,4,RFA,UFA,2020,"$3,850,000",5.40%,"$3,850,000","$3,850,000","$3,850,000","$3,850,000",$0,$0
98. Nick Merkley,NJD,22,"May 23, 1997",Canada,C,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Sep 3, 2015",18,,,,3,ELC,RFA,2020,"$863,333",1.30%,"$1,075,833","$832,500",$0,"$70,000",$0,"$212,500"
99. David Savard,CBJ,28,"Oct 22, 1990",Canada,D,Right,,,,44,0,7,7,0.16,4,56,0,20:10,-,-,-,-,-,Standard (1-way),✔,"Sep 8, 2015",24,✔,,,5,RFA,UFA,2021,"$4,250,000",6.00%,"$4,250,000","$5,000,000","$5,000,000","$5,000,000",$0,$0
100. Mathew Barzal,NYI,22,"May 26, 1997",Canada,C,Right,,,,43,17,20,37,0.86,8,104,0.16,19:28,-,-,-,-,-,Entry-Level,,"Sep 10, 2015",18,,,,3,ELC,RFA,2020,"$863,333",1.30%,"$1,263,333","$832,500",$0,"$70,000",$0,"$400,000"
101. Jérémy Roy,SJS,22,"May 14, 1997",Canada,D,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Sep 13, 2015",18,,,,3,ELC,RFA,2020,"$827,500",1.20%,"$863,333","$832,500",$0,"$70,000",$0,$0
102. Rasmus Andersson,CGY,22,"Oct 27, 1996",Sweden,D,Right,,,,47,3,10,13,0.28,-13,88,0.03,19:06,-,-,-,-,-,Entry-Level,,"Sep 14, 2015",18,,,,3,ELC,RFA,2020,"$755,833",1.10%,"$863,333","$775,000",$0,"$70,000",$0,"$57,500"
103. Oscar Klefbom,EDM,25,"Jul 20, 1993",Sweden,D,Left,,,,47,5,22,27,0.57,-15,124,0.04,25:43:00,-,-,-,-,-,Standard (1-way),✔,"Sep 19, 2015",22,,,,7,RFA,UFA,2023,"$4,167,000",5.70%,"$4,167,000","$4,500,000","$4,500,000","$4,500,000",$0,$0
104. Philippe Myers,PHI,22,"Jan 25, 1997",Canada,D,Right,,✓,,27,3,10,13,0.48,14,31,0.1,16:36,-,-,-,-,-,Entry-Level,,"Sep 21, 2015",18,,,,3,ELC,RFA,2020,"$678,889",0.90%,"$678,889","$700,000","$700,000","$65,000",$0,$0
105. Erik Johnson,COL,31,"Mar 21, 1988",United States,D,Right,,,,34,1,8,9,0.26,1,60,0.02,21:33,-,-,-,-,-,Standard (1-way),✔,"Sep 22, 2015",27,,,"M-NTC, NMC",7,UFA,UFA,2023,"$6,000,000",8.20%,"$6,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
106. Nick Schneider,CGY,21,"Jul 21, 1997",Canada,G,Right,,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Entry-Level,,"Sep 23, 2015",17,,,,3,ELC,RFA,2020,"$675,000",0.90%,"$675,000","$700,000","$700,000","$65,000",$0,$0
107. Michael McNiven,MTL,21,"Jul 9, 1997",Canada,G,Left,,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Entry-Level,,"Sep 24, 2015",17,,,,3,ELC,RFA,2020,"$682,222",0.90%,"$718,888","$700,000","$700,000","$65,000",$0,$0
108. Vince Dunn,STL,22,"Oct 29, 1996",Canada,D,Left,,,,46,7,7,14,0.3,12,91,0.08,16:10,-,-,-,-,-,Entry-Level,,"Sep 24, 2015",18,,,,3,ELC,RFA,2020,"$722,500",1.10%,"$888,333","$775,000",$0,"$70,000",$0,"$57,500"
109. Brent Seabrook,CHI,34,"Apr 20, 1985",Canada,D,Right,,,,32,3,1,4,0.13,1,40,0.08,18:08,-,-,-,-,-,Standard (1-way),✔,"Sep 26, 2015",31,,,NMC,8,UFA,UFA,2024,"$6,875,000",9.60%,"$6,875,000","$7,500,000","$4,000,000","$7,500,000","$3,500,000",$0
110. Thomas Chabot,OTT,22,"Jan 30, 1997",Canada,D,Left,,,,45,4,21,25,0.56,-18,123,0.03,26:36:00,-,-,-,-,-,Entry-Level,,"Sep 30, 2015",18,,,,3,ELC,RFA,2020,"$863,333",1.30%,"$1,223,333","$832,500","$832,500","$70,000",$0,"$360,000"
111. Evgeny Svechnikov,DET,22,"Oct 31, 1996",Russia,LW,Left,,✓,,4,0,0,0,0,-1,7,0,8:19,-,-,-,-,-,Entry-Level,,"Oct 2, 2015",18,,,,3,ELC,RFA,2020,"$863,333",1.30%,"$1,075,833","$832,500","$832,500","$70,000",$0,"$425,000"
112. Mattias Ekholm,NSH,29,"May 24, 1990",Sweden,D,Left,,,,42,5,20,25,0.6,3,97,0.05,23:10,-,-,-,-,-,Standard (1-way),✔,"Oct 26, 2015",25,✔,,,6,RFA,UFA,2022,"$3,750,000",5.30%,"$3,750,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
113. Alexandre Carrier,NSH,22,"Oct 8, 1996",Canada,D,Right,,,,1,0,0,0,0,1,1,0,8:49,-,-,-,-,-,Entry-Level,,"Nov 12, 2015",18,,,,3,ELC,RFA,2020,"$688,333",1.00%,"$691,666","$700,000",$0,"$65,000",$0,$0
114. Jake DeBrusk,BOS,22,"Oct 17, 1996",Canada,LW,Left,,,,41,14,11,25,0.61,3,97,0.14,16:04,-,-,-,-,-,Entry-Level,,"Nov 12, 2015",18,,,,3,ELC,RFA,2020,"$863,333",1.30%,"$1,288,333","$832,500",$0,"$70,000",$0,"$450,000"
115. Zach Senyshyn,BOS,22,"Mar 30, 1997",Canada,RW,Right,,✓,,4,0,2,2,0.5,1,1,0,8:25,-,-,-,-,-,Entry-Level,,"Nov 12, 2015",18,,,,3,ELC,RFA,2020,"$863,333",1.30%,"$1,288,333","$832,500",$0,"$70,000",$0,"$450,000"
116. Jérémy Lauzon,BOS,22,"Apr 28, 1997",Canada,D,Left,,✓,,1,0,0,0,0,-1,2,0,15:40,-,-,-,-,-,Entry-Level,,"Nov 12, 2015",18,,,,3,ELC,RFA,2020,"$747,500",1.10%,"$871,666","$775,000",$0,"$70,000",$0,"$57,500"
117. Justin Abdelkader,DET,32,"Feb 25, 1987",United States,"LW, RW",Left,,,,28,0,3,3,0.11,-3,23,0,12:13,-,-,-,-,-,Standard (1-way),✔,"Nov 12, 2015",28,,,NTC,7,UFA,UFA,2023,"$4,250,000",5.80%,"$4,250,000","$4,750,000","$4,250,000","$4,750,000","$500,000",$0
118. Anthony Richard,NSH,22,"Dec 20, 1996",Canada,C,Left,,,,1,0,0,0,0,-1,2,0,4:10,-,-,-,-,-,Entry-Level,,"Nov 13, 2015",18,,,,3,ELC,RFA,2020,"$688,333",1.00%,"$691,666","$700,000",$0,"$65,000",$0,$0
119. Andrew Nielsen,CGY,22,"Nov 13, 1996",Canada,D,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Nov 23, 2015",18,,,,3,ELC,RFA,2020,"$697,500",1.00%,"$921,666","$700,000",$0,"$70,000",$0,"$182,500"
120. Dmytro Timashov,TOR,22,"Oct 1, 1996",Ukraine,LW,Left,,,,31,4,5,9,0.29,2,24,0.17,8:10,-,-,-,-,-,Entry-Level,,"Nov 23, 2015",18,,,,3,ELC,RFA,2020,"$694,444",1.00%,"$836,111","$700,000","$700,000","$70,000",$0,"$70,000"
121. Guillaume Brisebois,VAN,21,"Jul 21, 1997",Canada,D,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Dec 10, 2015",17,,,,3,ELC,RFA,2020,"$697,500",1.00%,"$888,333","$700,000","$700,000","$70,000",$0,"$132,500"
122. Keegan Kolesar,VGK,22,"Apr 8, 1997",Canada,RW,Right,,✓,,1,0,0,0,0,0,1,0,12:06,-,-,-,-,-,Entry-Level,,"Dec 20, 2015",18,,,,3,ELC,RFA,2020,"$702,500",1.00%,"$905,000","$715,000",$0,"$70,000",$0,"$117,500"
123. Jared Spurgeon,MIN,29,"Nov 29, 1989",Canada,D,Right,,,,37,3,14,17,0.46,-8,63,0.05,22:31,-,-,-,-,-,Standard (1-way),✔,"Dec 21, 2015",26,✔,,NMC,4,RFA,UFA,2020,"$5,187,500",7.30%,"$5,187,500","$5,500,000","$5,500,000","$5,500,000",$0,$0
124. Mackenzie Blackwood,NJD,22,"Dec 9, 1996",Canada,G,Left,,✓,,34,-,-,-,-,-,-,-,-,14,12,1,2.97,0.905,Entry-Level,,"Dec 30, 2015",18,,,,3,ELC,RFA,2020,"$697,500",1.00%,"$913,333","$700,000",$0,"$70,000",$0,"$132,500"
125. Ryan Gropp,NYR,22,"Sep 16, 1996",Canada,LW,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Dec 31, 2015",18,,,,3,ELC,RFA,2020,"$802,500",1.20%,"$888,333","$832,500",$0,"$70,000",$0,$0
126. Anze Kopitar,LAK,31,"Aug 24, 1987",Slovenia,C,Left,,,,47,16,24,40,0.85,0,90,0.18,20:43,-,-,-,-,-,Standard (1-way),✔,"Jan 16, 2016",28,,,NMC,8,UFA,UFA,2024,"$10,000,000",14.00%,"$10,000,000","$11,000,000","$11,000,000","$11,000,000",$0,$0
127. Aleksander Barkov,FLA,23,"Sep 2, 1995",Finland,C,Left,,,,44,13,33,46,1.05,5,116,0.11,19:57,-,-,-,-,-,Standard (1-way),✔,"Jan 25, 2016",20,,,,6,RFA,UFA,2022,"$5,900,000",8.10%,"$5,900,000","$6,900,000","$6,900,000","$6,900,000",$0,$0
128. Dustin Byfuglien,WPG,34,"Mar 27, 1985",United States,D,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (1-way),✔,"Feb 8, 2016",30,,,M-NTC,5,UFA,UFA,2021,"$7,600,000",10.40%,"$7,600,000","$8,000,000","$8,000,000","$8,000,000",$0,$0
129. Olli Määttä,CHI,24,"Aug 22, 1994",Finland,D,Left,,,,41,3,9,12,0.29,-1,52,0.06,17:55,-,-,-,-,-,Standard (1-way),✔,"Feb 26, 2016",21,,,,6,RFA,UFA,2022,"$4,083,333",5.70%,"$4,083,333","$4,083,300","$4,083,300","$4,083,300",$0,$0
130. Mitchell Stephens,TBL,22,"Feb 5, 1997",Canada,C,Right,,✓,,16,2,1,3,0.19,-2,20,0.1,9:27,-,-,-,-,-,Entry-Level,,"Apr 4, 2016",19,,,,3,ELC,RFA,2020,"$833,333",1.20%,"$919,166","$832,500",$0,"$70,000",$0,$0
131. Caleb Jones,EDM,22,"Jun 6, 1997",United States,D,Left,,✓,,22,0,3,3,0.14,-6,16,0,13:24,-,-,-,-,-,Entry-Level,,"Apr 6, 2016",19,,,,3,ELC,RFA,2020,"$720,000",1.00%,"$815,000","$700,000",$0,"$65,000",$0,"$70,000"
132. Nicolas Roy,VGK,22,"Feb 5, 1997",Canada,C,Right,,✓,,11,2,3,5,0.45,3,10,0.2,9:09,-,-,-,-,-,Entry-Level,,"Apr 9, 2016",19,,,,3,ELC,RFA,2020,"$720,000",1.00%,"$815,000","$700,000",$0,"$67,500",$0,"$70,000"
133. Matthew Spencer,BUF,22,"Mar 24, 1997",Canada,D,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Apr 11, 2016",19,,,,3,ELC,RFA,2020,"$728,333",1.00%,"$910,833","$700,000",$0,"$70,000",$0,"$132,500"
134. Morgan Rielly,TOR,25,"Mar 9, 1994",Canada,D,Left,,,,45,3,23,26,0.58,7,119,0.03,24:19:00,-,-,-,-,-,Standard (1-way),✔,"Apr 13, 2016",22,,,,6,RFA,UFA,2022,"$5,000,000",7.00%,"$5,000,000","$5,000,000","$5,000,000","$5,000,000",$0,$0
135. Nazem Kadri,COL,28,"Oct 6, 1990",Canada,C,Left,,,,42,15,12,27,0.64,-1,112,0.13,17:45,-,-,-,-,-,Standard (1-way),✔,"Apr 13, 2016",25,✔,,M-NTC,6,RFA,UFA,2022,"$4,500,000",6.30%,"$4,500,000","$4,500,000","$2,500,000","$4,500,000","$2,000,000",$0
136. Gabriel Carlsson,CBJ,22,"Jan 2, 1997",Sweden,D,Left,,✓,,6,0,0,0,0,-1,3,0,10:52,-,-,-,-,-,Entry-Level,,"Apr 19, 2016",19,,,,3,ELC,RFA,2020,"$894,166",1.30%,"$894,166","$832,500","$832,500","$70,000",$0,$0
137. Daniel Vladar,BOS,21,"Aug 20, 1997",Czech Republic,G,Left,,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Entry-Level,,"Apr 26, 2016",19,,,,3,ELC,RFA,2020,"$728,333",1.00%,"$910,833","$700,000",$0,"$70,000",$0,"$132,500"
138. Parker Wotherspoon,NYI,21,"Aug 24, 1997",Canada,D,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"May 2, 2016",18,,,,3,ELC,RFA,2020,"$732,222",1.00%,"$854,722","$725,000","$725,000","$70,000",$0,"$62,500"
139. Denis Gurianov,DAL,22,"Jun 7, 1997",Russia,LW,Left,,✓,,40,10,6,16,0.4,2,88,0.11,12:44,-,-,-,-,-,Entry-Level,,"May 12, 2016",19,,,,3,ELC,RFA,2020,"$894,166",1.30%,"$1,644,166","$832,500","$832,500","$70,000",$0,"$850,000"
140. Jacob Larsson,ANA,22,"Apr 29, 1997",Sweden,D,Left,,✓,,35,1,3,4,0.11,-8,39,0.03,16:32,-,-,-,-,-,Entry-Level,,"May 18, 2016",19,,,,3,ELC,RFA,2020,"$894,166",1.30%,"$894,166","$832,500","$832,500","$70,000",$0,$0
141. Anthony Cirelli,TBL,21,"Jul 15, 1997",Canada,C,Left,,,,43,9,18,27,0.63,12,73,0.12,18:31,-,-,-,-,-,Entry-Level,,"May 19, 2016",19,,,,3,ELC,RFA,2020,"$728,333",1.00%,"$935,833","$700,000",$0,"$70,000",$0,"$182,500"
142. Kevan Miller,BOS,31,"Nov 15, 1987",United States,D,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (1-way),✔,"May 24, 2016",28,,,,4,UFA,UFA,2020,"$2,500,000",3.50%,"$2,500,000","$2,500,000","$2,500,000","$2,500,000",$0,$0
143. Casey Cizikas,NYI,28,"Feb 27, 1991",Canada,C,Left,,,,38,9,4,13,0.34,11,56,0.16,14:36,-,-,-,-,-,Standard (1-way),✔,"Jun 2, 2016",25,✔,,,5,RFA,UFA,2021,"$3,350,000",4.60%,"$3,350,000","$3,750,000","$3,750,000","$3,750,000",$0,$0
144. Aleksi Saarela,FLA,22,"Jan 7, 1997",Finland,"C, LW",Left,,✓,,3,0,0,0,0,0,3,0,11:41,-,-,-,-,-,Entry-Level,,"Jun 13, 2016",19,,,,3,ELC,RFA,2020,"$753,333",1.10%,"$902,500","$750,000",$0,"$70,000",$0,"$82,500"
145. Sami Vatanen,NJD,28,"Jun 3, 1991",Finland,D,Right,,,,40,5,17,22,0.55,-6,84,0.06,21:50,-,-,-,-,-,Standard (1-way),✔,"Jun 18, 2016",25,✔,,,4,RFA,UFA,2020,"$4,875,000",6.80%,"$4,875,000","$4,500,000","$4,500,000","$4,500,000",$0,$0
146. Frederik Andersen,TOR,29,"Oct 2, 1989",Denmark,G,Left,,,,35,-,-,-,-,-,-,-,-,21,8,1,2.74,0.914,Standard (1-way),✔,"Jun 20, 2016",26,✔,,M-NTC,5,RFA,UFA,2021,"$5,000,000",7.00%,"$5,000,000","$5,000,000","$2,000,000","$5,000,000","$3,000,000",$0
147. Alex Goligoski,ARI,33,"Jul 30, 1985",United States,D,Left,,,,47,3,21,24,0.51,4,70,0.04,23:04,-,-,-,-,-,Standard (1-way),✔,"Jun 21, 2016",30,,,M-NTC,5,UFA,UFA,2021,"$5,475,000",7.50%,"$5,475,000","$5,800,000","$5,800,000","$5,800,000",$0,$0
148. Radko Gudas,WSH,29,"Jun 5, 1990",Czech Republic,D,Right,,,,46,2,12,14,0.3,20,67,0.03,17:10,-,-,-,-,-,Standard (1-way),✔,"Jun 23, 2016",26,✔,,,4,RFA,UFA,2020,"$3,350,000",4.60%,"$3,350,000","$2,500,000","$2,500,000","$2,500,000",$0,$0
149. Keith Yandle,FLA,32,"Sep 9, 1986",United States,D,Left,,,,44,4,30,34,0.77,0,93,0.04,20:20,-,-,-,-,-,Standard (1-way),✔,"Jun 23, 2016",29,,,NMC,7,UFA,UFA,2023,"$6,350,000",8.70%,"$6,350,000","$5,750,000","$5,750,000","$5,750,000",$0,$0
150. Trevor Lewis,LAK,32,"Jan 8, 1987",United States,"C, RW, LW",Right,,,,34,2,5,7,0.21,-2,59,0.03,11:54,-,-,-,-,-,Standard (1-way),✔,"Jun 25, 2016",29,,,,4,UFA,UFA,2020,"$2,000,000",2.70%,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0
151. Filip Forsberg,NSH,24,"Aug 13, 1994",Sweden,LW,Right,,,,37,15,16,31,0.84,0,119,0.13,17:54,-,-,-,-,-,Standard (1-way),✔,"Jun 27, 2016",21,,,,6,RFA,UFA,2022,"$6,000,000",8.20%,"$6,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
152. Andrew Shaw,CHI,27,"Jul 20, 1991",Canada,"C, RW",Right,,,,26,3,7,10,0.38,-4,46,0.07,14:27,-,-,-,-,-,Standard (1-way),✔,"Jun 27, 2016",24,✔,,,6,RFA,UFA,2022,"$3,900,000",5.30%,"$3,900,000","$3,250,000","$2,250,000","$3,250,000","$1,000,000",$0
153. Pierre-Luc Dubois,CBJ,21,"Jun 24, 1998",Canada,"C, LW",Left,,,,46,15,19,34,0.74,-1,109,0.14,17:44,-,-,-,-,-,Entry-Level,,"Jun 29, 2016",18,,,,3,ELC,RFA,2020,"$894,166",1.30%,"$3,394,166","$832,500",$0,"$70,000",$0,"$2,500,000"
154. Seth Jones,CBJ,24,"Oct 3, 1994",United States,D,Right,,,,46,4,21,25,0.54,3,101,0.04,25:22:00,-,-,-,-,-,Standard (1-way),✔,"Jun 29, 2016",21,,,,6,RFA,UFA,2022,"$5,400,000",7.40%,"$5,400,000","$5,400,000","$5,400,000","$5,400,000",$0,$0
155. Steven Stamkos,TBL,29,"Feb 7, 1990",Canada,C,Right,,,,41,17,27,44,1.07,-1,126,0.13,18:17,-,-,-,-,-,Standard (1-way),✔,"Jun 29, 2016",26,,,NMC,8,UFA,UFA,2024,"$8,500,000",11.60%,"$8,500,000","$9,500,000","$1,000,000","$9,500,000","$8,500,000",$0
156. Torey Krug,BOS,28,"Apr 12, 1991",United States,D,Left,,,,38,5,26,31,0.82,1,78,0.06,20:43,-,-,-,-,-,Standard (1-way),✔,"Jun 30, 2016",25,✔,,M-NTC,4,RFA,UFA,2020,"$5,250,000",7.20%,"$5,250,000","$5,000,000","$5,000,000","$5,000,000",$0,$0
157. Connor Hobbs,WSH,22,"Jan 4, 1997",Canada,D,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 1, 2016",19,,,,3,ELC,RFA,2020,"$720,000",1.00%,"$798,333","$700,000",$0,"$70,000",$0,"$20,000"
158. Dale Weise,MTL,30,"Aug 5, 1988",Canada,"RW, LW",Right,,,,5,0,0,0,0,-1,2,0,8:53,-,-,-,-,-,Standard (1-way),,"Jul 1, 2016",27,,,,4,UFA,UFA,2020,"$2,350,000",3.20%,"$2,350,000","$1,750,000","$1,750,000","$1,750,000",$0,$0
159. Andrei Vasilevskiy,TBL,24,"Jul 25, 1994",Russia,G,Left,,,✔,33,-,-,-,-,-,-,-,-,22,9,2,2.58,0.915,Standard (1-way),✔,"Jul 1, 2016",21,,,,3,RFA,RFA,2020,"$3,500,000",4.80%,"$3,500,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
160. Mikhail Sergachev,TBL,21,"Jun 25, 1998",Russia,D,Left,,,,44,7,16,23,0.52,7,72,0.1,19:15,-,-,-,-,-,Entry-Level,,"Jul 1, 2016",18,,,,3,ELC,RFA,2020,"$894,166",1.30%,"$1,744,166","$832,500",$0,"$70,000",$0,"$850,000"
161. Matt Martin,NYI,30,"May 8, 1989",Canada,"LW, RW",Left,,,,31,3,3,6,0.19,4,26,0.12,10:40,-,-,-,-,-,Standard (1-way),,"Jul 1, 2016",27,,,,4,UFA,UFA,2020,"$2,500,000",3.40%,"$2,500,000","$1,750,000","$750,000","$1,750,000","$1,000,000",$0
162. Mikkel Boedker,OTT,29,"Dec 16, 1989",Denmark,"LW, RW",Left,,,,7,0,1,1,0.14,1,5,0,7:20,-,-,-,-,-,Standard (1-way),,"Jul 1, 2016",26,,,,4,UFA,UFA,2020,"$4,000,000",5.50%,"$4,000,000","$3,000,000","$3,000,000","$3,000,000",$0,$0
163. Dennis Yan,TBL,22,"Apr 14, 1997",United States,LW,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 1, 2016",19,,,,3,ELC,RFA,2020,"$728,333",1.00%,"$935,833","$700,000",$0,"$70,000",$0,"$182,500"
164. Darren Helm,DET,32,"Jan 21, 1987",Canada,"C, LW, RW",Left,,,,44,6,5,11,0.25,1,58,0.1,12:46,-,-,-,-,-,Standard (1-way),,"Jul 1, 2016",29,,,NTC,5,UFA,UFA,2021,"$3,850,000",5.30%,"$3,850,000","$3,000,000","$3,000,000","$3,000,000",$0,$0
165. James Reimer,CAR,31,"Mar 15, 1988",Canada,G,Left,,,,18,-,-,-,-,-,-,-,-,10,6,3,2.6,0.917,Standard (1-way),,"Jul 1, 2016",28,,,,5,UFA,UFA,2021,"$3,400,000",4.70%,"$3,400,000","$3,100,000","$3,100,000","$3,100,000",$0,$0
166. David Backes,BOS,35,"May 1, 1984",United States,"C, RW",Right,,,,16,1,2,3,0.19,-2,26,0.04,8:33,-,-,-,-,-,Standard (1-way),,"Jul 1, 2016",32,,,M-NTC,5,UFA,UFA,2021,"$6,000,000",8.20%,"$6,000,000","$4,000,000","$1,000,000","$4,000,000","$3,000,000",$0
167. Jake Allen,STL,28,"Aug 7, 1990",Canada,G,Left,,,,15,-,-,-,-,-,-,-,-,7,3,1,2.36,0.924,Standard (1-way),✔,"Jul 1, 2016",25,✔,,,4,RFA,UFA,2021,"$4,350,000",6.00%,"$4,350,000","$5,200,000","$5,200,000","$5,200,000",$0,$0
